lead_id,credit_score,current_pincode,current_city,age_band,earning_per_month,credit_limit,credit_utilization,total_credit_cards,home_loan_amount,home_loan_balance_amount,total_home_loans,home_emi,total_cars,car_loan_amount,car_loan_balance_amount
lead_31542,800,560063,Bangalore,30-34,250K-300K,0,0,0,6013000,4910665,2,"1,210/Monthly",0,,
lead_40575,758,560087,Bangalore,30-34,150K and 200K,0,0,0,3000000,1664224,1,,0,,
lead_56031,15,500020,Hyderabad,35-39,50K-60K,0,0,0,0,0,0,,0,,
lead_54776,510,500082,Hyderabad,55-59,100K and 150K,0,0,0,0,0,0,,0,,
lead_54776,510,500082,Hyderabad,55-59,100K and 150K,0,0,0,0,0,0,,0,,
lead_57149,510,500005,Rangareddy,25-29,60K-70K,599800,146673,8,0,0,0,,0,,
lead_57149,596,500005,Rangareddy,25-29,60K-70K,599800,145270,8,0,0,0,,0,,
lead_56750,510,500016,Hyderabad,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_54339,721,500090,Rangareddy,25-29,60K-70K,0,0,0,0,0,0,,0,,
lead_54339,738,500090,Rangareddy,25-29,60K-70K,0,0,0,0,0,0,,0,,
lead_46632,852,560068,Bangalore,35-39,250K and 300K,629748,65879,3,0,0,0,,0,,
lead_55475,744,500047,Hyderabad,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_55475,744,500047,Hyderabad,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_55050,17,500010,Hyderabad,55-59,60K-70K,0,0,0,0,0,0,,0,,
lead_55050,18,500010,Hyderabad,55-59,50K-60K,0,0,0,0,0,0,,0,,
lead_255,781,560045,Bangalore,40-44,300K-400K,600000,147482,7,0,0,0,,0,,
lead_255,781,560045,Bangalore,40-44,300K-400K,600000,147482,7,0,0,0,,0,,
lead_54864,16,600008,Chennai,40-44,150K-200K,0,0,0,0,0,0,,0,,
lead_54864,16,600089,Kanchipuram,40-44,150K-200K,0,0,0,0,0,0,,0,,
lead_50104,836,560067,Bangalore,30-34,300K-400K,500000,9123,4,10920000,8380879,2,"65,677/Monthly",0,,
lead_59056,796,560037,Bangalore,45-49,300K-400K,0,0,0,7800000,3472208,1,"99,866/Monthly",0,,
lead_14504,848,560078,Bangalore,35-39,300K-400K,1078000,31912,2,0,0,0,,2,,
lead_10398,803,560045,Bangalore,45-49,300K-400K,630000,72397,2,9500000,9025515,2,"52,070/Monthly",0,,
lead_58971,840,560067,Bangalore,40-44,500K-600K,4504500,94389,12,0,0,0,,0,,
lead_32260,763,562110,Bangalore,35-39,250K-300K,45000,0,1,5785000,924643,1,"9,413/Monthly",1,823404,0
lead_58317,842,560066,Bangalore,35-39,300K-400K,579000,25599,4,6600000,4802817,1,"65,575/Monthly",0,,
lead_4352,845,560043,Bangalore,40-44,250K-300K,1192000,26893,3,0,0,0,,0,,
lead_41766,870,560087,Bangalore,35-39,250K-300K,905000,7561,5,0,0,0,,0,,
lead_41766,870,560087,Bangalore,35-39,250K-300K,905000,7052,5,0,0,0,,0,,
lead_7158,839,560043,Bangalore,30-34,400K-500K,2806000,52352,3,0,0,0,,0,,
lead_57745,768,560037,Bangalore,25-29,300K-400K,181000,173030,2,7000000,6987636,1,"55,133/Monthly",0,,
lead_43000,772,560087,Bangalore,45-49,200K-250K,0,0,0,4956000,4608445,1,"42,386/Monthly",0,,
lead_53439,812,560102,Bangalore,40-44,500K-600K,1000000,0,1,0,0,0,,0,,
lead_37040,840,560043,Bangalore,25-29,250K-300K,1306000,62252,5,8078000,3725444,3,"96,048/Monthly",0,,
lead_26496,775,560097,Bangalore,25-29,250K-300K,392000,300578,3,5254000,5149735,1,"42,613/Monthly",0,,
lead_4324,784,560063,Bangalore,35-39,250K-300K,80000,89527,2,5665839,5308438,1,"54,049/Monthly",1,,
lead_42401,784,560068,Bangalore,45-49,200K-250K,582000,118776,2,0,0,0,,0,,
lead_2072,719,560024,Bangalore,35-39,300K-400K,700000,0,2,0,0,0,,0,,
lead_58990,750,560048,Bangalore,35-39,300K-400K,260000,198972,4,6400000,6167577,1,"50,986/Monthly",0,,
lead_13991,769,560094,Bangalore,35-39,300K-400K,0,0,0,0,0,0,,0,,
lead_25606,864,560024,Bangalore,45-49,250K-300K,1000000,6626,2,0,0,0,,1,,
lead_38076,757,560097,Bangalore,45-49,250K-300K,727000,166615,4,6652999,5949767,2,"30,144/Monthly",1,,
lead_39318,824,560066,Bangalore,35-39,150K-200K,300000,145483,2,3000000,0,1,"30,339/Monthly",0,,
lead_25904,836,560043,Bangalore,30-34,400K-500K,1119000,93572,4,9200000,8795137,1,"80,770/Monthly",0,,
lead_5441,869,562123,Bangalore,35-39,300K-400K,936000,99445,7,0,0,0,,1,900000.0,0.0
lead_40310,829,560068,Bangalore,30-34,150K-200K,556000,171424,5,3476800,3381718,1,"29,082/Monthly",1,,
lead_6906,816,560064,Bangalore,30-34,250K-300K,2286000,116863,9,0,0,0,,0,,
lead_35748,787,560068,Bangalore,30-34,150K-200K,684000,298738,4,0,0,0,,0,,
lead_38446,744,560068,Bangalore,35-39,250K and 300K,500000,388721,4,0,0,0,,0,,
lead_6239,789,560077,Bangalore,30-34,300K-400K,600000,121011,1,0,0,0,,0,,
lead_44487,825,560097,Bangalore,25-29,150K-200K,844000,9923,4,2000000,1977432,1,"19,695/Monthly",0,,
lead_39567,829,560066,Bangalore,30-34,150K and 200K,131000,0,2,3400000,3291959,1,,0,,
lead_41879,869,560067,Bangalore,40-44,250K-300K,1023000,57349,5,4287326,47,1,,0,,
lead_7080,702,562114,Bangalore,30-34,250K-300K,1206000,482306,3,0,0,0,,0,,
lead_62819,782,560102,Bangalore,30-34,300K-400K,562000,82035,3,0,0,0,,1,,
lead_35056,754,560068,Bangalore,30-34,250K-300K,970000,5456,2,2200000,1743987,1,"21,181/Monthly",0,,
lead_57512,804,560048,Bangalore,30-34,400K-500K,0,0,0,8520960,8124303,1,"73,947/Monthly",0,,
lead_58596,842,562125,Bangalore,30-34,300K-400K,975000,18798,2,6442789,4733499,1,"60,209/Monthly",0,,
lead_10719,777,560092,Bangalore,30-34,300K-400K,744000,176044,6,6808000,6802743,2,821/Monthly,1,,
lead_28496,835,560045,Bangalore,30-34,250K-300K,1112000,43711,7,5519662,3135447,1,,0,,
lead_62801,829,560087,Bangalore,30-34,300K-400K,1542000,498517,6,7500000,6681465,1,"63,783/Monthly",0,,
lead_62467,833,560047,Bangalore,30-34,600K and Above,4020000,38744,7,0,0,0,,0,,
lead_7267,778,560063,Bangalore,35-39,250K-300K,1010000,325455,12,6166625,5389365,2,,0,,
lead_39052,743,560060,Bangalore,40-44,250K-300K,0,0,0,5365000,4961850,1,,0,,
lead_28169,825,560097,Bangalore,30-34,250K-300K,2463001,18686,11,0,0,0,,0,,
lead_55496,752,500001,Hyderabad,40-44,150K-200K,538000,123732,3,3900000,3701732,1,"3,245/Monthly",0,,
lead_55496,759,500084,Rangareddy,40-44,150K-200K,553000,75557,3,3900000,3687944,1,"3,245/Monthly",0,,
lead_56774,510,500062,Hyderabad,45-49,150K-200K,83000,153094,2,2920000,2255613,1,"23,945/Monthly",0,,
lead_56774,510,500062,Hyderabad,45-49,150K-200K,385000,338347,4,0,0,0,,0,,
lead_50049,685,560001,Bangalore,30-34,80K-100K,199000,101677,2,0,0,0,,0,,
lead_50049,685,500019,Rangareddy,30-34,80K-100K,199000,101677,2,0,0,0,,0,,
lead_58253,833,560103,Bangalore,30-34,400K-500K,7559500,369066,20,5600000,5109339,1,"51,788/Monthly",0,,
lead_40896,737,560068,Bangalore,40-44,200K-250K,198000,30053,3,0,0,0,,0,,
lead_38144,847,560097,Bangalore,55-59,150K-200K,154000,0,1,0,0,0,,0,,
lead_62782,782,560103,Bangalore,25-29,300K-400K,2631842,66698,6,0,0,0,,0,,
lead_46659,764,560066,Bangalore,25-29,200K-250K,4589200,120581,16,4200000,3550661,1,"38,544/Monthly",1,,
lead_1301,783,560043,Bangalore,35-39,400K-500K,1424000,424895,5,8600000,6058340,1,"75,878/Monthly",1,665769.0,0.0
lead_46327,786,560067,Bangalore,35-39,150K-200K,0,0,0,3000000,621691,1,"15,831/Monthly",0,,
lead_26721,15,560064,Bangalore,35-39,300K and Above,0,0,0,6500000,6500000,1,,0,,
lead_10068,829,560097,Bangalore,45-49,300K and Above,701300,417463,6,7490000,7335443,1,,1,,
lead_54481,805,500072,Hyderabad,25-29,40K-50K,90000,0,2,0,0,0,,0,,
lead_54481,805,500018,Rangareddy,25-29,40K-50K,90000,0,2,0,0,0,,0,,
lead_54999,763,500008,Hyderabad,40-44,60K-70K,0,0,0,0,0,0,,0,,
lead_54999,763,500008,Hyderabad,40-44,50K-60K,0,0,0,0,0,0,,0,,
lead_54829,729,508201,Suryapet,30-34,150K-200K,0,0,0,3500000,3468168,1,,0,,
lead_54829,720,500049,Trimulgherry,30-34,150K-200K,0,0,0,3500000,3465027,1,,0,,
lead_44240,819,560043,Bangalore,25-29,250K-300K,690000,35245,3,2099990,947610,1,"18,069/Monthly",0,,
lead_62758,822,560037,Bangalore,30-34,300K-400K,1647000,167199,7,0,0,0,,0,,
lead_40171,826,560087,Bangalore,55-59,200K-250K,15000,3884,1,4000000,2558346,1,"81,874/Monthly",0,,
lead_40171,826,560087,Bangalore,55-59,200K-250K,15000,3884,1,4000000,2558346,1,"81,874/Monthly",0,,
lead_37320,818,560087,Bangalore,25-29,200K-250K,551000,0,2,0,0,0,,0,,
lead_62831,803,560087,Bangalore,30-34,300K-400K,428000,87663,3,6300000,4715892,1,"42,421/Monthly",0,,
lead_47274,825,560043,Bangalore,30-34,200K and 250K,297000,183321,6,4900000,4802145,1,,0,,
lead_31123,796,560077,Bangalore,30-34,300K-400K,0,0,0,7457950,5720874,1,"50,482/Monthly",0,,
lead_38422,813,560066,Bangalore,20-24,150K-200K,1196000,17062,4,0,0,0,,0,,
lead_56439,682,500067,Rangareddy,20-24,40K-50K,2000,12,1,0,0,0,,0,,
lead_56439,659,500037,Rangareddy,20-24,40K-50K,17000,5535,2,0,0,0,,0,,
lead_54281,18,500016,Hyderabad,30-34,60K-70K,0,0,0,0,0,0,,0,,
lead_54281,18,500016,Hyderabad,30-34,60K-70K,0,0,0,0,0,0,,0,,
lead_14167,14,560066,Bangalore,40-44,300K-400K,600000,18555,1,0,0,0,,0,,
lead_14167,855,600042,Chennai,40-44,600K and Above,1153000,50322,3,16300000,15999582,2,"43,919/Monthly",1,,
lead_55507,827,509210,Mahabub Nagar,30-34,80K-100K,110000,0,1,0,0,0,,1,,
lead_55507,827,509210,Mahabub Nagar,30-34,80K-100K,110000,0,1,0,0,0,,1,800000.0,53090.0
lead_56624,740,500072,Hyderabad,55-59,60K-70K,0,161130,1,1909440,552239,3,"19,935/Monthly",0,,
lead_55837,510,560001,Bangalore,35-39,150K-200K,15000,0,1,0,0,0,,0,,
lead_55837,510,500023,Hyderabad,35-39,150K-200K,15000,0,1,0,0,0,,0,,
lead_54385,703,500002,Hyderabad,40-44,80K-100K,655000,558562,8,0,0,0,,0,,
lead_54385,634,500005,Rangareddy,40-44,80K-100K,655000,561849,8,0,0,0,,0,,
lead_44837,851,560043,Bangalore,35-39,200K-250K,247000,23354,2,5726000,4975639,4,"39,547/Monthly",0,,
lead_14323,834,560001,Bangalore,35-39,600K and Above,12032000,202640,20,0,0,0,,0,,
lead_14323,845,201301,Gautam Buddha Nagar,35-39,600K and Above,14326400,282920,26,0,0,0,,1,,
lead_58365,819,560087,Bangalore,35-39,400K-500K,2609000,231744,7,11832298,7370760,3,"24,970/Monthly",0,,
lead_58485,772,560037,Bangalore,30-34,400K-500K,3801000,46990,7,0,0,0,,0,,
lead_4381,835,560045,Bangalore,35-39,250K-300K,300000,10438,4,2000000,777587,1,"5,205/Monthly",0,,
lead_36875,808,560049,Bangalore,35-39,150K and 200K,0,0,1,3824616,3288620,1,,1,,
lead_45871,724,560098,Bangalore,35-39,150K-200K,60000,51203,1,0,0,0,,1,,
lead_57809,845,560067,Bangalore,30-34,400K-500K,2921000,240645,10,8556987,3734816,1,"25,698/Monthly",1,950000.0,565361.0
lead_26934,772,560043,Bangalore,35-39,500K-600K,1231766,744740,4,0,0,0,,1,1744771.0,983113.0
lead_50130,823,560066,Bangalore,30-34,300K-400K,1428000,158912,3,11200000,10860598,2,"62,940/Monthly",1,650000.0,10491.0
lead_62797,707,560103,Bangalore,25-29,300K-400K,300000,300962,1,5720000,4852466,1,"48,020/Monthly",0,,
lead_61156,510,500028,Hyderabad,35-39,70K-80K,0,0,0,0,0,0,,0,,
lead_61156,510,500028,Hyderabad,35-39,50K-60K,0,0,0,0,0,0,,0,,
lead_62626,16,500054,Hyderabad,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_62626,18,500054,Hyderabad,35-39,50K-60K,0,0,0,0,0,0,,0,,
lead_56542,652,500034,Hyderabad,30-34,100K and 150K,481000,106204,6,0,0,0,,0,,
lead_56542,657,500055,Hyderabad,30-34,100K and 150K,481000,14200,5,0,0,0,,0,,
lead_57054,806,500037,Rangareddy,30-34,Less than 30K,0,0,1,0,0,0,,0,,
lead_57054,806,500037,Rangareddy,30-34,Less than 30K,0,0,1,0,0,0,,0,,
lead_53613,845,560035,Bangalore,45-49,500K-600K,1336000,306869,2,5892810,3516889,1,,2,,
lead_55677,510,518134,Kurnool,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_55677,533,518134,Kurnool,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_56435,736,500052,Rangareddy,35-39,40K-50K,0,0,0,0,0,0,,3,,
lead_56435,711,500052,Rangareddy,35-39,100K and 150K,0,0,0,0,0,0,,3,429200.0,0.0
lead_57061,770,500034,Hyderabad,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_57061,796,500034,Hyderabad,25-29,60K-70K,0,0,0,0,0,0,,0,,
lead_54117,510,500072,Hyderabad,50-54,Less than 30K,0,0,0,0,0,0,,3,,
lead_54117,510,500072,Hyderabad,50-54,Less than 30K,0,0,0,0,0,0,,3,365000.0,0.0
lead_54306,834,500013,Hyderabad,45-49,100K and 150K,242500,35336,3,0,0,0,,1,,
lead_54306,834,500013,Hyderabad,45-49,100K and 150K,242500,81373,3,0,0,0,,1,350000.0,0.0
lead_54956,510,500060,Rangareddy,35-39,60K-70K,0,0,0,0,0,0,,2,,
lead_54956,510,501510,Rangareddy,35-39,60K-70K,0,0,0,0,0,0,,2,1222000.0,439383.0
lead_56464,719,500044,Hyderabad,50-54,30K-40K,0,5870,1,0,0,0,,1,,
lead_56464,719,500044,Hyderabad,50-54,30K-40K,28000,27041,2,0,0,0,,1,363900.0,86800.0
lead_55058,842,500084,Rangareddy,35-39,150K-200K,312000,0,2,3800000,3413709,1,"47,624/Monthly",0,,
lead_55058,842,500081,Hyderabad,35-39,150K-200K,312000,0,2,3800000,3344565,1,"47,624/Monthly",0,,
lead_55349,18,500072,Hyderabad,55-59,80K-100K,0,0,0,0,0,0,,0,,
lead_55349,18,500072,Hyderabad,55-59,60K-70K,0,0,0,0,0,0,,0,,
lead_56752,510,695042,Thiruvananthapuram,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_56752,510,695042,Thiruvananthapuram,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_54214,786,500083,Rangareddy,40-44,80K-100K,0,0,0,0,0,0,,0,,
lead_54214,786,500083,Rangareddy,40-44,60K-70K,0,0,0,0,0,0,,0,,
lead_53940,17,509350,Vikarabad,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_53940,728,509350,Vikarabad,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_56586,695,500072,Hyderabad,50-54,70K-80K,0,0,0,0,0,0,,0,,
lead_56586,695,500072,Hyderabad,50-54,80K-100K,0,0,0,0,0,0,,0,,
lead_54489,510,500019,Rangareddy,35-39,60K-70K,25000,0,1,0,0,0,,1,,
lead_54489,510,202001,Aligarh,35-39,60K-70K,25000,0,1,0,0,0,,1,610000.0,0.0
lead_55543,778,501301,Hyderabad,40-44,100K and 150K,930533,588540,7,0,0,0,,0,,
lead_55543,759,500007,Hyderabad,40-44,100K and 150K,904533,551598,7,0,0,0,,0,,
lead_55723,768,500067,Rangareddy,60 and Above,150K-200K,54000,33651,2,3530000,2808474,1,"40,986/Monthly",0,,
lead_55723,783,500067,Rangareddy,Less than 20,150K-200K,54000,14425,2,3530000,2753528,1,"40,986/Monthly",0,,
lead_49957,18,500020,Hyderabad,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_49957,18,500020,Hyderabad,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_50210,708,560048,Bangalore,45-49,300K-400K,4042000,259670,10,8417000,5605962,2,"18,284/Monthly",1,,
lead_62897,814,560103,Bangalore,25-29,600K and Above,4397002,23946,4,0,0,0,,0,,
lead_30362,834,560077,Bangalore,35-39,300K-400K,604000,94903,3,7000000,4481105,1,"61,363/Monthly",0,,
lead_39971,788,560064,Bangalore,25-29,200K-250K,3129200,20405,12,0,0,0,,0,,
lead_27972,838,560043,Bangalore,50-54,300K-400K,3120000,231372,8,6300000,5252219,2,"51,632/Monthly",1,,
lead_40689,755,560068,Bangalore,40-44,150K-200K,195000,92988,5,3000000,2840179,1,"26,827/Monthly",1,,
lead_53738,869,560043,Bangalore,50-54,600K and Above,1567000,60870,2,0,0,0,,0,,
lead_40736,835,560068,Bangalore,35-39,200K-250K,686716,39498,3,4834313,3938959,1,"36,057/Monthly",0,,
lead_62898,832,560102,Bangalore,30-34,400K-500K,1215000,20361,4,0,0,0,,0,,
lead_56557,16,533201,East Godavari,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_56557,16,533201,East Godavari,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_54539,510,501510,Rangareddy,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_54539,510,501510,Rangareddy,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_56788,510,560032,Bangalore,45-49,100K and 150K,206000,263425,6,0,0,0,,0,,
lead_56788,510,500049,Trimulgherry,45-49,100K and 150K,206000,243827,6,0,0,0,,0,,
lead_863,846,560043,Bangalore,35-39,300K-400K,686000,18257,3,2282738,851095,1,"46,834/Monthly",0,,
lead_31183,856,560024,Bangalore,50-54,400K-500K,2111000,185527,6,0,0,0,,0,,
lead_14484,842,560061,Bangalore,30-34,300K-400K,2110000,173664,7,0,0,0,,0,,
lead_5338,832,560092,Bangalore,30-34,300K-400K,1752000,285195,3,0,0,0,,1,1209960.0,0.0
lead_7211,840,560077,Bangalore,30-34,500K-600K,2462000,29210,9,9608000,7988662,2,"1,759/Monthly",1,,
lead_6095,787,560064,Bangalore,35-39,300K-400K,1676000,423795,6,0,0,0,,0,,
lead_6865,827,560045,Bangalore,40-44,300K-400K,544000,40307,3,0,0,0,,0,,
lead_6081,829,560064,Bangalore,55-59,300K-400K,1662500,153106,4,7163000,3125347,1,"55,626/Monthly",1,,
lead_36516,828,560061,Bangalore,40-44,150K-200K,718000,102017,3,7200000,4959061,2,"33,004/Monthly",2,,
lead_36516,802,560061,Bangalore,40-44,150K-200K,718000,72886,3,7200000,4997261,2,"33,004/Monthly",2,,
lead_53374,850,560103,Bangalore,40-44,600K and Above,2637000,1773223,11,15000000,6813256,1,,1,,
lead_26342,813,560043,Bangalore,30-34,300K-400K,1850000,200678,5,0,0,0,,1,243000.0,0.0
lead_7320,769,560064,Bangalore,35-39,300K-400K,426000,405619,6,7480000,7312036,1,"59,728/Monthly",0,,
lead_58588,814,560066,Bangalore,45-49,300K-400K,661000,160185,1,0,0,0,,0,,
lead_10732,815,560092,Bangalore,45-49,600K and Above,1000000,78961,1,15000000,14631749,1,"1,38,193/Monthly",0,,
lead_53703,851,560037,Bangalore,50-54,300K and Above,10467250,1000284,15,5206211,1232985,2,,0,,
lead_53703,851,560037,Bangalore,50-54,600K and Above,10467250,995697,15,5188387,2157544,2,,0,,
lead_31396,840,560024,Bangalore,40-44,400K-500K,496000,89337,7,8300000,6458270,1,"74,834/Monthly",1,1400000.0,1125251.0
lead_34763,855,560043,Bangalore,40-44,400K-500K,2135000,55798,7,7995000,4000000,1,"68,123/Monthly",2,,
lead_57888,875,560066,Bangalore,40-44,500K-600K,480000,423,1,1306365,0,1,,0,,
lead_42426,845,560043,Bangalore,50-54,150K-200K,494000,50717,6,0,0,0,,0,,
lead_48508,850,560043,Bangalore,50-54,250K-300K,500000,113746,1,4368120,4171158,1,"43,398/Monthly",2,,
lead_48508,850,560077,Bangalore,50-54,250K-300K,500000,113746,1,4368120,4184839,1,"39,956/Monthly",2,,
lead_50186,510,560066,Bangalore,40-44,300K-400K,906000,2756,6,0,0,0,,0,,
lead_49743,858,562125,Bangalore,40-44,500K-600K,5690000,300502,8,1367247,4594,1,,1,,
lead_36265,829,560077,Bangalore,25-29,250K-300K,30000,0,2,5200000,5136059,1,"46,285/Monthly",0,,
lead_37778,825,560097,Bangalore,40-44,200K and 250K,227000,137203,5,4000000,3644663,1,,0,,
lead_10217,543,560024,Bangalore,45-49,250K-300K,1140500,2543222,11,0,0,0,,1,550000,0
lead_10223,840,560043,Bangalore,30-34,600K and Above,5000000,43694,4,6225000,4996920,1,"63,420/Monthly",0,,
lead_7318,803,560063,Bangalore,30-34,400K-500K,820000,879,2,5800000,5385000,1,"48,759/Monthly",0,,
lead_43017,845,560043,Bangalore,45-49,150K-200K,698000,-422,2,2600000,929424,1,"16,370/Monthly",2,,
lead_43017,845,560043,Bangalore,50-54,150K-200K,698000,-1206,2,2600000,929424,1,"16,370/Monthly",2,985633.0,509406.0
lead_43235,819,560064,Bangalore,20-24,150K-200K,401000,13907,2,0,0,0,,0,,
lead_39874,823,560097,Bangalore,40-44,150K-200K,105000,58269,2,3624375,3025307,1,"31,798/Monthly",0,,
lead_32130,814,560064,Bangalore,40-44,250K-300K,1338000,168044,7,4475808,4377903,1,,1,1137880.0,758057.0
lead_28041,840,560077,Bangalore,40-44,250K-300K,611000,105523,4,5200000,1933848,1,"53,338/Monthly",0,,
lead_40456,828,560068,Bangalore,40-44,150K-200K,988000,113434,3,0,0,0,,0,,
lead_61090,850,560102,Bangalore,55-59,600K and Above,3174000,496886,7,6500000,2715053,1,"80,071/Monthly",0,,
lead_58637,845,560048,Bangalore,45-49,300K-400K,3099000,176314,11,1959553,-29150,1,0,2,600000,279165
lead_40261,741,560068,Bangalore,45-49,150K-200K,0,-4601,1,359373,-251929,1,,0,,
lead_40261,741,560068,Bangalore,45-49,150K-200K,0,-4601,1,311837,-304129,1,,0,,
lead_36449,17,560097,Bangalore,45-49,200K-250K,458000,3929,1,0,0,0,,0,,
lead_62387,879,560061,Bangalore,45-49,600K and Above,5358000,1347856,11,0,0,0,,0,,
lead_28969,825,560077,Bangalore,35-39,400K-500K,415000,206296,2,12954000,9628309,3,"73,291/Monthly",1,,
lead_14054,18,560054,Bangalore,45-49,400K-500K,0,0,0,0,0,0,,0,,
lead_48531,845,560066,Bangalore,35-39,150K-200K,790000,66087,6,5270090,4944050,2,"28,023/Monthly",0,,
lead_4069,794,560077,Bangalore,35-39,250K-300K,901000,75675,9,5549000,4528494,2,"68,193/Monthly",1,,
lead_57450,844,560067,Bangalore,40-44,400K-500K,2259000,348676,4,4357105,3086737,1,"41,526/Monthly",1,630000.0,0.0
lead_40675,709,560068,Bangalore,25-29,200K-250K,2032000,146175,7,7166000,6698359,2,"44,696/Monthly",0,,
lead_43769,731,560049,Bangalore,35-39,200K and 250K,0,182858,3,4000000,3371858,1,,1,,
lead_41572,839,560097,Bangalore,30-34,250K-300K,173000,3490,3,5600000,4619746,1,"50,380/Monthly",0,,
lead_41572,839,560097,Bangalore,30-34,250K-300K,173000,3490,3,5600000,4619746,1,"50,380/Monthly",0,,
lead_54549,738,500012,Hyderabad,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_54549,691,500012,Hyderabad,25-29,70K-80K,0,0,0,0,0,0,,0,,
lead_35222,824,560066,Bangalore,25-29,200K-250K,206000,0,2,4500000,3773846,1,"35,402/Monthly",0,,
lead_54168,772,500001,Hyderabad,25-29,80K-100K,208000,28249,3,0,0,0,,0,,
lead_54168,772,500028,Hyderabad,25-29,80K-100K,208000,70045,3,0,0,0,,0,,
lead_44279,817,560067,Bangalore,25-29,250K-300K,500000,10908,1,0,0,0,,0,,
lead_57077,510,500029,Hyderabad,40-44,50K-60K,200000,105191,2,0,0,0,,0,,
lead_57077,510,500029,Hyderabad,40-44,50K-60K,0,0,0,0,0,0,,0,,
lead_54556,18,500058,Rangareddy,25-29,70K-80K,0,0,0,0,0,0,,0,,
lead_54556,18,500058,Rangareddy,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_57076,696,500018,Rangareddy,45-49,50K-60K,0,89893,1,0,0,0,,0,,
lead_57076,696,500018,Rangareddy,45-49,70K-80K,0,89624,1,0,0,0,,0,,
lead_53982,574,509339,Mahabub Nagar,25-29,70K-80K,0,0,0,0,0,0,,0,,
lead_53982,560,509339,Mahabub Nagar,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_5458,806,560043,Bangalore,45-49,250K-300K,1227500,61616,3,2500000,2298694,1,"22,681/Monthly",1,1000000.0,656041.0
lead_59120,846,560066,Bangalore,40-44,300K-400K,869000,61324,4,4480000,2892002,1,"36,075/Monthly",0,,
lead_50343,840,560036,Bangalore,45-49,300K-400K,2127000,265555,7,0,0,0,,1,,
lead_30561,840,562149,Bangalore,35-39,300K-400K,1260000,116083,5,7500000,7274153,1,"65,325/Monthly",1,,
lead_36196,810,560043,Bangalore,35-39,150K-200K,561500,33938,6,3500000,3473386,1,"35,500/Monthly",0,,
lead_59149,846,560087,Bangalore,35-39,300K-400K,872000,40451,5,4537000,3874181,1,"39,647/Monthly",0,,
lead_45726,783,560043,Bangalore,30-34,150K-200K,300000,6850,1,0,0,0,,0,,
lead_50232,750,560103,Bangalore,30-34,300K-400K,1400000,121021,7,0,0,0,,0,,
lead_25808,721,560024,Bangalore,30-34,250K-300K,0,0,0,5700000,5307941,1,,0,,
lead_58542,721,560037,Bangalore,35-39,300K-400K,1872000,121694,8,7927000,5919554,2,"1,958/Monthly",1,,
lead_45513,833,560066,Bangalore,30-34,200K-250K,1090500,6162,3,4800000,4465372,1,"42,392/Monthly",1,,
lead_7588,844,560077,Bangalore,30-34,250K-300K,0,0,0,0,0,0,,0,,
lead_58986,722,560087,Bangalore,40-44,300K-400K,0,12891,1,6606000,4965059,2,850/Monthly,1,496000.0,0.0
lead_59099,812,560067,Bangalore,30-34,300K-400K,413000,73491,3,8000000,6680560,2,"46,909/Monthly",0,,
lead_25395,855,560064,Bangalore,40-44,400K-500K,1461000,174254,8,5268000,2864608,2,"25,000/Monthly",0,,
lead_53795,831,560076,Bangalore,40-44,500K-600K,0,0,0,20504874,16319303,2,"77,044/Monthly",0,,
lead_39474,797,560068,Bangalore,25-29,150K-200K,857000,130103,6,0,0,0,,0,,
lead_39474,797,560068,Bangalore,25-29,150K-200K,857000,130103,6,0,0,0,,0,,
